V1.x	V2	V3	uniprot_acc	V5	V6	V7	V1.y	V2.x	V3.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13	V14	V15	V2.y	V3.y	V4	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y
CHOYP_ATS6.3.3	23C-29C	-3.03711651497125	Q69Z28	ATS16_MOUSE	sp	Q69Z28	CHOYP_ADAMTS18.1.2	m.4932	sp	ATS16_MOUSE	29.885	348	189	15	216	553	290	592	5.64e-24	113	ATS16_MOUSE	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAM-TS 16) (ADAM-TS16) (ADAMTS-16) (EC 3.4.24.-)	Adamts16 Kiaa2029	Mus musculus (Mouse)	1222	branching involved in ureteric bud morphogenesis [GO:0001658]; regulation of cilium assembly [GO:1902017]; regulation of systemic arterial blood pressure [GO:0003073]	proteinaceous extracellular matrix [GO:0005578]	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	proteinaceous extracellular matrix [GO:0005578]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; branching involved in ureteric bud morphogenesis [GO:0001658]; regulation of cilium assembly [GO:1902017]; regulation of systemic arterial blood pressure [GO:0003073]	GO:0001658; GO:0003073; GO:0004222; GO:0005578; GO:0008270; GO:1902017
CHOYP_ATS6.3.3	23C-29C	-3.03711651497125	Q69Z28	ATS16_MOUSE	sp	Q69Z28	CHOYP_ATS6.3.3	m.56109	sp	ATS16_MOUSE	26.861	618	371	22	35	621	328	895	1.07e-43	172	ATS16_MOUSE	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAM-TS 16) (ADAM-TS16) (ADAMTS-16) (EC 3.4.24.-)	Adamts16 Kiaa2029	Mus musculus (Mouse)	1222	branching involved in ureteric bud morphogenesis [GO:0001658]; regulation of cilium assembly [GO:1902017]; regulation of systemic arterial blood pressure [GO:0003073]	proteinaceous extracellular matrix [GO:0005578]	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	proteinaceous extracellular matrix [GO:0005578]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; branching involved in ureteric bud morphogenesis [GO:0001658]; regulation of cilium assembly [GO:1902017]; regulation of systemic arterial blood pressure [GO:0003073]	GO:0001658; GO:0003073; GO:0004222; GO:0005578; GO:0008270; GO:1902017
CHOYP_ATS6.3.3	23C-29C	-3.03711651497125	Q69Z28	ATS16_MOUSE	sp	Q69Z28	CHOYP_LOC101065745.1.1	m.58641	sp	ATS16_MOUSE	30.901	233	142	10	20	245	360	580	1.28e-21	104	ATS16_MOUSE	reviewed	A disintegrin and metalloproteinase with thrombospondin motifs 16 (ADAM-TS 16) (ADAM-TS16) (ADAMTS-16) (EC 3.4.24.-)	Adamts16 Kiaa2029	Mus musculus (Mouse)	1222	branching involved in ureteric bud morphogenesis [GO:0001658]; regulation of cilium assembly [GO:1902017]; regulation of systemic arterial blood pressure [GO:0003073]	proteinaceous extracellular matrix [GO:0005578]	metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]	proteinaceous extracellular matrix [GO:0005578]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; branching involved in ureteric bud morphogenesis [GO:0001658]; regulation of cilium assembly [GO:1902017]; regulation of systemic arterial blood pressure [GO:0003073]	GO:0001658; GO:0003073; GO:0004222; GO:0005578; GO:0008270; GO:1902017
CHOYP_LOC101160066.1.1	23C-29C	-3.03050501411936	A2VE47	ADPGK_BOVIN	sp	A2VE47	CHOYP_LOC101160066.1.1	m.65775	sp	ADPGK_BOVIN	44.695	443	237	6	31	469	54	492	3.18e-123	371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_FASN.3.4	23C-29C	-2.94709531008681	P12276	FAS_CHICK	sp	P12276	CHOYP_FASN.1.4	m.2326	sp	FAS_CHICK	71.512	172	48	1	2	172	570	741	2.36e-81	265	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_FASN.3.4	23C-29C	-2.94709531008681	P12276	FAS_CHICK	sp	P12276	CHOYP_FASN.2.4	m.18642	sp	FAS_CHICK	30.619	1130	690	27	1	1056	1	1110	1.62e-133	468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_FASN.3.4	23C-29C	-2.94709531008681	P12276	FAS_CHICK	sp	P12276	CHOYP_FASN.3.4	m.60278	sp	FAS_CHICK	49.960	2520	1166	32	64	2521	3	2489	0	2447	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_FASN.3.4	23C-29C	-2.94709531008681	P12276	FAS_CHICK	sp	P12276	CHOYP_FASN.4.4	m.66455	sp	FAS_CHICK	47.143	140	74	0	38	177	820	959	1.79e-39	146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_FASN.3.4	23C-29C	-2.94709531008681	P12276	FAS_CHICK	sp	P12276	CHOYP_LOC100374692.1.1	m.13459	sp	FAS_CHICK	38.060	2567	1434	50	4	2482	2	2500	0	1647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_ISCW_ISCW021350.1.1	23C-29C	-2.92090243575093	Q01105	SET_HUMAN	sp	Q01105	CHOYP_DUOX1.4.4	m.44613	sp	SET_HUMAN	78.302	212	45	1	10	220	24	235	1.37e-117	341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_ISCW_ISCW021350.1.1	23C-29C	-2.92090243575093	Q01105	SET_HUMAN	sp	Q01105	CHOYP_GBLP.7.7	m.66712	sp	SET_HUMAN	78.302	212	45	1	10	220	24	235	1.37e-117	341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_ISCW_ISCW021350.1.1	23C-29C	-2.92090243575093	Q01105	SET_HUMAN	sp	Q01105	CHOYP_ISCW_ISCW021350.1.1	m.10332	sp	SET_HUMAN	65.128	195	65	1	34	225	42	236	7.7e-92	278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_ISCW_ISCW021350.1.1	23C-29C	-2.92090243575093	Q01105	SET_HUMAN	sp	Q01105	CHOYP_LOC101067281.1.2	m.14665	sp	SET_HUMAN	78.302	212	45	1	10	220	24	235	4.52e-117	341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_ISCW_ISCW021350.1.1	23C-29C	-2.92090243575093	Q01105	SET_HUMAN	sp	Q01105	CHOYP_LOC101067281.2.2	m.62002	sp	SET_HUMAN	77.830	212	46	1	42	252	24	235	2.66e-116	338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_IFIH1.10.14	23C-29C	-2.91179188330497	Q8R5F7	IFIH1_MOUSE	sp	Q8R5F7	CHOYP_IFIH1.10.14	m.60393	sp	IFIH1_MOUSE	26.800	847	464	29	841	1588	228	1017	1.89e-54	211	IFIH1_MOUSE	reviewed	Interferon-induced helicase C domain-containing protein 1 (EC 3.6.4.13) (Helicase with 2 CARD domains) (Helicard) (Interferon induced with helicase C domain protein 1) (Melanoma differentiation-associated protein 5) (MDA-5) (RIG-I-like receptor 2) (RLR-2)	Ifih1	Mus musculus (Mouse)	1025	innate immune response [GO:0045087]; MDA-5 signaling pathway [GO:0039530]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; protein sumoylation [GO:0016925]; response to virus [GO:0009615]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	ATP binding [GO:0005524]; DNA binding [GO:0003677]; double-stranded RNA binding [GO:0003725]; helicase activity [GO:0004386]; identical protein binding [GO:0042802]; ribonucleoprotein complex binding [GO:0043021]; single-stranded RNA binding [GO:0003727]; zinc ion binding [GO:0008270]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ATP binding [GO:0005524]; DNA binding [GO:0003677]; double-stranded RNA binding [GO:0003725]; helicase activity [GO:0004386]; identical protein binding [GO:0042802]; ribonucleoprotein complex binding [GO:0043021]; single-stranded RNA binding [GO:0003727]; zinc ion binding [GO:0008270]; innate immune response [GO:0045087]; MDA-5 signaling pathway [GO:0039530]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; protein sumoylation [GO:0016925]; response to virus [GO:0009615]	GO:0003677; GO:0003725; GO:0003727; GO:0004386; GO:0005524; GO:0005634; GO:0005737; GO:0008270; GO:0009615; GO:0016925; GO:0032727; GO:0032728; GO:0039530; GO:0042802; GO:0043021; GO:0045087
CHOYP_FUCO2.1.1	23C-29C	-2.59484478922744	Q9BTY2	FUCO2_HUMAN	sp	Q9BTY2	CHOYP_FUCO2.1.1	m.64139	sp	FUCO2_HUMAN	55.149	437	188	6	76	508	34	466	7.89e-178	511	FUCO2_HUMAN	reviewed	Plasma alpha-L-fucosidase (EC 3.2.1.51) (Alpha-L-fucoside fucohydrolase 2) (Alpha-L-fucosidase 2)	FUCA2 PSEC0151 UNQ227/PRO260	Homo sapiens (Human)	467	cellular protein metabolic process [GO:0044267]; fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139]; neutrophil degranulation [GO:0043312]; post-translational protein modification [GO:0043687]; regulation of entry of bacterium into host cell [GO:2000535]; response to bacterium [GO:0009617]	azurophil granule lumen [GO:0035578]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]	alpha-L-fucosidase activity [GO:0004560]	azurophil granule lumen [GO:0035578]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; alpha-L-fucosidase activity [GO:0004560]; cellular protein metabolic process [GO:0044267]; fucose metabolic process [GO:0006004]; glycoside catabolic process [GO:0016139]; neutrophil degranulation [GO:0043312]; post-translational protein modification [GO:0043687]; regulation of entry of bacterium into host cell [GO:2000535]; response to bacterium [GO:0009617]	GO:0004560; GO:0005576; GO:0005615; GO:0005788; GO:0006004; GO:0009617; GO:0016139; GO:0035578; GO:0043312; GO:0043687; GO:0044267; GO:0070062; GO:2000535
CHOYP_AAEL_AAEL005639.1.1	23C-29C	-4.82102460514497	Q9BV94	EDEM2_HUMAN	sp	Q9BV94	CHOYP_AAEL_AAEL005639.1.1	m.10386	sp	EDEM2_HUMAN	63.713	474	172	0	35	508	35	508	0	671	EDEM2_HUMAN	reviewed	ER degradation-enhancing alpha-mannosidase-like protein 2	EDEM2 C20orf31 C20orf49 UNQ573/PRO1135	Homo sapiens (Human)	578	endoplasmic reticulum unfolded protein response [GO:0030968]; mannose trimming involved in glycoprotein ERAD pathway [GO:1904382]; N-glycan processing [GO:0006491]; positive regulation of retrograde protein transport, ER to cytosol [GO:1904154]; trimming of first mannose on A branch [GO:0036511]; trimming of second mannose on A branch [GO:0036512]; trimming of terminal mannose on B branch [GO:0036509]; trimming of terminal mannose on C branch [GO:0036510]; ubiquitin-dependent glycoprotein ERAD pathway [GO:0097466]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum quality control compartment [GO:0044322]; membrane [GO:0016020]	alpha-mannosidase activity [GO:0004559]; calcium ion binding [GO:0005509]; glycoprotein binding [GO:0001948]; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity [GO:0004571]	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum quality control compartment [GO:0044322]; membrane [GO:0016020]; alpha-mannosidase activity [GO:0004559]; calcium ion binding [GO:0005509]; glycoprotein binding [GO:0001948]; mannosyl-oligosaccharide 1,2-alpha-mannosidase activity [GO:0004571]; endoplasmic reticulum unfolded protein response [GO:0030968]; mannose trimming involved in glycoprotein ERAD pathway [GO:1904382]; N-glycan processing [GO:0006491]; positive regulation of retrograde protein transport, ER to cytosol [GO:1904154]; trimming of first mannose on A branch [GO:0036511]; trimming of second mannose on A branch [GO:0036512]; trimming of terminal mannose on B branch [GO:0036509]; trimming of terminal mannose on C branch [GO:0036510]; ubiquitin-dependent glycoprotein ERAD pathway [GO:0097466]	GO:0001948; GO:0004559; GO:0004571; GO:0005509; GO:0005783; GO:0005788; GO:0006491; GO:0016020; GO:0030968; GO:0036509; GO:0036510; GO:0036511; GO:0036512; GO:0044322; GO:0097466; GO:1904154; GO:1904382
CHOYP_BRAFLDRAFT_81509.1.1	23C-29C	-2.57643305584999	Q9BDK2	AIF1_BOVIN	sp	Q9BDK2	CHOYP_BRAFLDRAFT_81509.1.1	m.31565	sp	AIF1_BOVIN	50.000	142	71	0	7	148	6	147	1.8e-42	140	AIF1_BOVIN	reviewed	Allograft inflammatory factor 1 (AIF-1)	AIF1	Bos taurus (Bovine)	147	actin filament bundle assembly [GO:0051017]; actin filament polymerization [GO:0030041]; cellular response to interferon-gamma [GO:0071346]; inflammatory response [GO:0006954]; negative regulation of smooth muscle cell chemotaxis [GO:0071672]; negative regulation of smooth muscle cell proliferation [GO:0048662]; phagocytosis, engulfment [GO:0006911]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of monocyte chemotaxis [GO:0090026]; positive regulation of smooth muscle cell chemotaxis [GO:0071673]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of T cell migration [GO:2000406]; positive regulation of T cell proliferation [GO:0042102]; Rac protein signal transduction [GO:0016601]; ruffle assembly [GO:0097178]	actin filament [GO:0005884]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; ruffle membrane [GO:0032587]	actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]	actin filament [GO:0005884]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; lamellipodium [GO:0030027]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; phagocytic cup [GO:0001891]; ruffle membrane [GO:0032587]; actin filament binding [GO:0051015]; calcium ion binding [GO:0005509]; actin filament bundle assembly [GO:0051017]; actin filament polymerization [GO:0030041]; cellular response to interferon-gamma [GO:0071346]; inflammatory response [GO:0006954]; negative regulation of smooth muscle cell chemotaxis [GO:0071672]; negative regulation of smooth muscle cell proliferation [GO:0048662]; phagocytosis, engulfment [GO:0006911]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of monocyte chemotaxis [GO:0090026]; positive regulation of smooth muscle cell chemotaxis [GO:0071673]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of T cell migration [GO:2000406]; positive regulation of T cell proliferation [GO:0042102]; Rac protein signal transduction [GO:0016601]; ruffle assembly [GO:0097178]	GO:0001891; GO:0005509; GO:0005634; GO:0005737; GO:0005829; GO:0005884; GO:0006911; GO:0006954; GO:0016601; GO:0030027; GO:0030041; GO:0032587; GO:0042102; GO:0048471; GO:0048661; GO:0048662; GO:0051015; GO:0051017; GO:0071346; GO:0071672; GO:0071673; GO:0090026; GO:0097178; GO:1900087; GO:2000406
CHOYP_BRAFLDRAFT_87662.1.1	23C-29C	-2.57563982100564	P17560	RENBP_PIG	sp	P17560	CHOYP_BRAFLDRAFT_87662.1.1	m.5474	sp	RENBP_PIG	51.654	393	187	2	41	430	8	400	2.57e-151	437	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_ACTC.5.6	23C-29C	-2.54037778970385	Q964D9	ACTC_PLATR	sp	Q964D9	CHOYP_ACTC.5.6	m.58242	sp	ACTC_PLATR	83.777	376	57	1	1	372	1	376	0	659	ACTC_PLATR	reviewed	Actin, cytoplasmic		Planorbella trivolvis (Marsh rams-horn) (Helisoma trivolvis)	376		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	ATP binding [GO:0005524]	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; ATP binding [GO:0005524]	GO:0005524; GO:0005737; GO:0005856
CHOYP_LOC100876012.1.1	23C-29C	2.01458152170622	Q16831	UPP1_HUMAN	sp	Q16831	CHOYP_LOC100876012.1.1	m.8280	sp	UPP1_HUMAN	51.418	282	134	1	26	307	29	307	1.19e-95	288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_PCKG.2.2	23C-29C	2.04701647871934	P29190	PCKG_HAECO	sp	P29190	CHOYP_PCK-1.1.1	m.1479	sp	PCKG_HAECO	67.742	186	59	1	1	186	165	349	1.04e-87	276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_PCKG.2.2	23C-29C	2.04701647871934	P29190	PCKG_HAECO	sp	P29190	CHOYP_PCK-1.1.1	m.1481	sp	PCKG_HAECO	66.667	129	43	0	30	158	35	163	3.31e-57	191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_PCKG.2.2	23C-29C	2.04701647871934	P29190	PCKG_HAECO	sp	P29190	CHOYP_PCKG.1.2	m.43785	sp	PCKG_HAECO	66.397	619	206	2	16	633	1	618	0	889	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_PCKG.2.2	23C-29C	2.04701647871934	P29190	PCKG_HAECO	sp	P29190	CHOYP_PCKG.2.2	m.50139	sp	PCKG_HAECO	66.450	614	204	2	16	628	1	613	0	883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_UNC89.1.19	23C-29C	2.05672775005877	A8T6P4	MYRIP_DANRE	sp	A8T6P4	CHOYP_UNC89.1.19	m.7848	sp	MYRIP_DANRE	45.033	151	79	1	13	159	1	151	1.02e-38	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_LOC100377195.1.2	23C-29C	2.06246173015148	P08472	M130_STRPU	sp	P08472	CHOYP_BRAFLDRAFT_83096.1.1	m.27011	sp	M130_STRPU	26.645	304	209	6	243	534	415	716	1.14e-22	106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_LOC100377195.1.2	23C-29C	2.06246173015148	P08472	M130_STRPU	sp	P08472	CHOYP_BRAFLDRAFT_91441.1.1	m.47971	sp	M130_STRPU	29.111	371	203	13	220	563	400	737	2.43e-26	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_LOC100377195.1.2	23C-29C	2.06246173015148	P08472	M130_STRPU	sp	P08472	CHOYP_LOC100377195.1.2	m.28624	sp	M130_STRPU	28.108	370	208	12	220	563	400	737	1.95e-28	124	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_CYIIB.2.2	m.64544	sp	SCP_MIZYE	63.068	176	62	3	2	176	2	175	4.61e-75	225	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_SCP.1.12	m.24908	sp	SCP_MIZYE	40.341	176	96	6	2	175	2	170	1.71e-32	117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CHOYP_SCP.9.12	23C-29C	2.09030960098522	P02637	SCP_MIZYE	sp	P02637	CHOYP_SCP.10.12	m.62955	sp	SCP_MIZYE	32.961	179	109	6	19	196	2	170	3.42e-24	97.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
