CHOYP_BIRC6.1.2	23C-29C	2.25147408716819	Q9NR09	BIRC6_HUMAN	sp	Q9NR09
CHOYP_BRAFLDRAFT_93126.2.3	23C-29C	2.27030459296065	Q5ZM73	MIRO1_CHICK	sp	Q5ZM73
CHOYP_ZN706.1.2	23C-29C	2.27796110190951	Q5ZMM5	ZN706_CHICK	sp	Q5ZMM5
CHOYP_TMEM2.4.4	23C-29C	2.28654129698241	A3KPQ7	CEIP2_DANRE	sp	A3KPQ7
CHOYP_LOC577383.1.1	23C-29C	2.3043380841387	Q9H6T3	RPAP3_HUMAN	sp	Q9H6T3
CHOYP_LOC100673983.1.1	23C-29C	2.30829284562819	Q9D826	SOX_MOUSE	sp	Q9D826
CHOYP_VRK1.1.1	23C-29C	2.35944728136003	Q32PI1	VRK1_BOVIN	sp	Q32PI1
CHOYP_LOC100374471.1.1	23C-29C	2.42727850697714	Q9NQZ5	STAR7_HUMAN	sp	Q9NQZ5
CHOYP_LOC100878123.1.1	23C-29C	2.43195477861726	A5PK45	GT251_BOVIN	sp	A5PK45
CHOYP_BRAFLDRAFT_283451.1.1	23C-29C	2.43609067068672	Q96HW7	INT4_HUMAN	sp	Q96HW7
CHOYP_BRAFLDRAFT_72357.1.1	23C-29C	2.62270045552787	Q5VYX0	RNLS_HUMAN	sp	Q5VYX0
CHOYP_DS.1.1	23C-29C	2.64058170896369	Q24292	DS_DROME	sp	Q24292
CHOYP_LOC100378619.2.2	23C-29C	2.71093822275322	Q8N9Z9	LMTD1_HUMAN	sp	Q8N9Z9
CHOYP_FAIM1.1.1	23C-29C	2.74126935359315	Q0IIF6	FAIM1_BOVIN	sp	Q0IIF6
CHOYP_CLK2.1.1	23C-29C	2.79615673039275	Q91ZA3	PCCA_MOUSE	sp	Q91ZA3
CHOYP_NCBP2.1.1	23C-29C	2.91829504313985	B4KCD5	NCBP2_DROMO	sp	B4KCD5
CHOYP_LOC100208382.1.1	23C-29C	3.06964604803267	P02595	CALM_PATSP	sp	P02595
CHOYP_GLOD5.1.1	23C-29C	3.10869924458214	Q502D1	GLOD5_DANRE	sp	Q502D1
CHOYP_CBR1.1.1	23C-29C	3.45577173163149	Q8K354	CBR3_MOUSE	sp	Q8K354
CHOYP_contig_027593	23C-29C	3.49679312869811	O42350	CO1A2_LITCT	sp	O42350
CHOYP_HS90A.2.3	23C-29C	3.57946238636119	Q90474	H90A1_DANRE	sp	Q90474
CHOYP_TEKT5.1.1	23C-29C	-2.52272866325341	A6H782	TEKT3_BOVIN	sp	A6H782
CHOYP_FCER2.8.9	23C-29C	-2.44836238301933	P82596	PLC_HALLA	sp	P82596
CHOYP_DDX46.1.1	23C-29C	-2.35818647368639	Q4TVV3	DDX46_DANRE	sp	Q4TVV3
CHOYP_CRE_01395.2.2	23C-29C	-2.327026276539	P22105	TENX_HUMAN	sp	P22105
CHOYP_NRDC.1.1	23C-29C	-2.29797811894183	Q8BHG1	NRDC_MOUSE	sp	Q8BHG1
CHOYP_LOC410403.1.1	23C-29C	-2.262251070603	Q5F3J5	PSME3_CHICK	sp	Q5F3J5
CHOYP_LOC100709493.2.2	23C-29C	-2.18931707640837	A6NHC0	CAN8_HUMAN	sp	A6NHC0
CHOYP_PCCB.2.2	23C-29C	-4.43731576518277	P05166	PCCB_HUMAN	sp	P05166
CHOYP_BRAFLDRAFT_208293.6.20	23C-29C	-2.13598588321913	Q96MM6	HS12B_HUMAN	sp	Q96MM6
CHOYP_LYAM3.2.4	23C-29C	-2.08635550180659	P98109	LYAM3_SHEEP	sp	P98109
CHOYP_ISCW_ISCW014398.1.3	23C-29C	-2.06707062635354	Q5ZML3	SRSF1_CHICK	sp	Q5ZML3
CHOYP_DNMT1.1.1	23C-29C	-2.0263393173234	Q92072	DNMT1_CHICK	sp	Q92072
CHOYP_BRAFLDRAFT_120058.1.1	23C-29C	-4.35886178063794	Q8WWB3	DYDC1_HUMAN	sp	Q8WWB3
CHOYP_LRRF2.2.2	23C-29C	-4.00727332463592	Q2T9W6	LRRF2_BOVIN	sp	Q2T9W6
CHOYP_BRAFLDRAFT_126379.1.3	23C-29C	-3.73314389144942	A2VDD2	TC1DB_XENLA	sp	A2VDD2
CHOYP_BRAFLDRAFT_265162.1.3	23C-29C	-3.46636807954102	Q5EAR5	TRPT1_DANRE	sp	Q5EAR5
CHOYP_LOC100377780.8.11	23C-29C	-3.34507255680141	Q53G44	IF44L_HUMAN	sp	Q53G44
CHOYP_LOC100890099.1.1	23C-29C	-3.22952859428152	P53486	ACTB3_TAKRU	sp	P53486
